user_id,edad,genero,tiempo_subscripcion,uso_mensual,numero_dispositivos,calificacion_servicio,monto_pago,metodo_pago,abandono
80,61,Femenino,58,20.2,2,4,10.5,Transferencia,0
81,51,Femenino,14,15.3,1,4,18.33,Tarjeta,0
82,27,Masculino,6,19.4,3,2,16.66,Tarjeta,1
83,53,Masculino,1,32.2,5,2,37.77,Tarjeta,0
84,31,Femenino,22,19.0,2,4,37.22,Tarjeta,0
85,48,Masculino,34,3.5,1,4,48.71,Transferencia,0
86,65,Masculino,56,36.3,4,4,18.97,Tarjeta,0
87,32,Masculino,11,22.2,1,5,47.23,Tarjeta,0
88,25,Masculino,3,37.1,2,5,32.58,Transferencia,0
89,31,Masculino,42,23.3,3,2,27.29,Tarjeta,0
90,40,Masculino,6,3.7,5,5,35.05,PayPal,0
91,57,Masculino,6,22.6,4,1,36.62,Tarjeta,1
92,38,Femenino,20,23.5,1,2,12.74,Tarjeta,0
93,33,Masculino,21,9.4,2,1,38.83,PayPal,0
94,62,Femenino,2,19.4,2,3,37.63,Transferencia,0
95,35,Femenino,26,18.9,5,1,49.89,Tarjeta,0
96,64,Femenino,31,25.3,4,3,46.04,PayPal,0
97,70,Femenino,26,11.1,1,1,35.81,Transferencia,1
98,41,Masculino,56,23.7,1,3,37.06,Transferencia,0
99,43,Femenino,32,10.4,1,3,47.57,PayPal,0
100,42,Femenino,10,18.4,5,2,48.52,Transferencia,0
101,62,Femenino,23,5.8,5,4,42.21,Transferencia,0
102,58,Femenino,58,2.5,4,4,39.53,PayPal,0
103,46,Femenino,6,13.5,1,2,10.01,Transferencia,0
104,32,Masculino,23,11.7,1,3,42.36,PayPal,1
105,62,Masculino,28,16.9,4,4,16.39,Transferencia,0
106,18,Femenino,49,38.5,4,4,30.37,PayPal,0
107,42,Masculino,30,21.4,4,1,23.24,Transferencia,0
108,24,Masculino,14,22.6,2,5,20.55,PayPal,1
109,26,Femenino,37,37.7,4,2,18.96,Tarjeta,0
110,41,Femenino,55,36.9,3,5,43.49,Transferencia,0
111,18,Femenino,32,35.5,5,3,39.61,PayPal,0
112,61,Masculino,49,4.8,4,1,28.56,Transferencia,0
113,25,Femenino,34,25.7,2,4,34.9,Transferencia,0
114,41,Masculino,41,32.5,3,1,49.3,Tarjeta,0
115,28,Masculino,44,33.6,2,2,22.89,Transferencia,0
116,68,Masculino,51,23.5,2,3,29.8,Transferencia,0
117,34,Femenino,22,1.7,2,1,29.01,Tarjeta,0
118,25,Masculino,31,39.0,2,1,47.12,PayPal,0
119,52,Femenino,7,19.4,1,1,20.82,PayPal,1
120,52,Femenino,41,16.4,5,4,49.38,PayPal,0
121,50,Femenino,21,16.4,1,3,18.71,PayPal,0
122,22,Femenino,16,17.5,3,4,9.9,PayPal,0
123,59,Femenino,20,10.4,1,1,13.61,PayPal,0
124,56,Masculino,43,13.8,3,4,24.18,Tarjeta,0
125,58,Masculino,44,39.4,4,4,34.24,PayPal,0
126,45,Masculino,47,15.4,3,2,28.26,Tarjeta,0
127,24,Masculino,50,21.5,1,5,21.93,Transferencia,0
128,26,Masculino,19,34.1,1,5,30.29,Tarjeta,0
129,25,Femenino,48,21.6,3,2,42.75,Tarjeta,0
130,29,Femenino,32,13.7,1,2,42.75,Tarjeta,0
131,51,Masculino,15,21.4,3,4,37.68,Tarjeta,0
132,50,Masculino,5,5.4,2,4,47.86,PayPal,1
133,65,Masculino,11,6.1,5,3,31.56,Transferencia,0
134,40,Femenino,15,28.1,3,5,5.34,Transferencia,0
135,41,Femenino,29,36.8,2,4,18.09,Transferencia,0
136,54,Femenino,50,29.3,2,3,19.77,Tarjeta,0
137,52,Masculino,45,3.9,2,5,29.63,Tarjeta,0
138,61,Masculino,4,16.7,2,3,45.72,PayPal,0
139,57,Masculino,49,1.1,3,3,42.72,PayPal,0
140,39,Masculino,36,20.9,1,2,15.45,Transferencia,0
141,44,Femenino,48,8.5,2,1,28.37,Tarjeta,0
142,52,Masculino,23,34.9,4,1,34.66,Tarjeta,0
143,18,Masculino,15,5.1,2,1,49.44,Tarjeta,1
144,52,Masculino,46,1.1,1,3,6.41,Transferencia,0
145,54,Femenino,44,18.6,1,4,25.87,Transferencia,0
146,64,Femenino,3,7.1,5,1,49.46,Tarjeta,1
147,31,Masculino,32,29.8,5,4,48.97,Tarjeta,0
148,20,Femenino,10,36.9,2,5,19.88,Transferencia,0
149,18,Femenino,40,2.6,2,1,5.0,Transferencia,1
150,22,Femenino,38,16.4,5,3,31.4,PayPal,0
151,43,Femenino,22,39.9,2,2,44.01,PayPal,0
152,31,Femenino,14,29.6,4,3,19.59,PayPal,0
153,56,Masculino,17,38.2,3,4,47.04,Tarjeta,0
154,44,Masculino,21,7.4,5,5,19.97,Tarjeta,0
155,26,Masculino,51,9.6,5,3,32.46,Tarjeta,0
156,32,Femenino,48,7.0,1,2,37.49,Transferencia,0
157,32,Femenino,15,12.8,2,2,20.54,PayPal,1
158,43,Femenino,58,29.3,5,5,20.85,Transferencia,0
159,59,Femenino,15,7.4,5,1,26.15,Transferencia,0
160,30,Masculino,1,21.4,4,3,42.59,Transferencia,1
161,68,Masculino,24,11.5,2,3,9.54,Tarjeta,0
162,49,Masculino,55,33.3,3,2,33.42,Tarjeta,0
163,56,Masculino,55,1.3,4,4,35.48,Transferencia,0
164,66,Masculino,12,9.7,3,3,30.1,PayPal,0
165,69,Masculino,10,24.6,1,2,47.11,Tarjeta,0
166,49,Femenino,46,4.8,5,4,32.09,Tarjeta,0
167,21,Femenino,42,19.2,4,1,33.56,Transferencia,0
168,47,Masculino,42,18.0,3,1,31.99,Tarjeta,0
169,54,Femenino,52,34.2,2,2,37.49,PayPal,0
170,40,Masculino,31,25.4,1,2,11.09,Transferencia,0
171,56,Masculino,11,25.9,1,1,45.24,Tarjeta,0
172,62,Femenino,54,38.1,5,2,6.91,Transferencia,0
173,32,Masculino,16,39.3,5,5,33.83,Transferencia,0
174,60,Masculino,9,26.5,3,3,32.7,PayPal,1
175,46,Masculino,47,21.4,3,5,14.37,PayPal,0
176,53,Femenino,14,24.7,1,4,6.83,Tarjeta,0
177,30,Femenino,19,15.9,3,2,11.25,Transferencia,0
178,49,Femenino,31,39.5,5,2,17.23,Tarjeta,0
179,24,Femenino,9,28.5,1,4,44.69,Tarjeta,1
180,68,Masculino,36,12.3,1,3,43.51,Tarjeta,0
181,39,Femenino,53,3.3,2,1,7.87,PayPal,0
182,45,Femenino,39,2.7,2,5,18.02,Transferencia,0
183,19,Femenino,54,9.0,3,3,45.02,Transferencia,0
184,59,Masculino,26,10.1,3,1,15.65,PayPal,0
185,62,Femenino,8,17.2,5,1,49.82,PayPal,1
186,70,Femenino,24,9.4,5,2,16.56,Tarjeta,0
187,23,Masculino,8,25.6,2,4,38.26,Tarjeta,1
188,45,Masculino,19,9.2,1,2,23.77,PayPal,0
189,45,Masculino,47,8.3,4,4,11.13,PayPal,0
190,61,Masculino,48,19.4,4,2,16.48,Transferencia,0
191,61,Femenino,30,35.7,3,5,35.38,Transferencia,0
192,37,Masculino,58,19.3,4,2,20.17,Transferencia,0
193,47,Femenino,22,17.1,4,5,32.19,PayPal,0
194,28,Femenino,55,23.5,2,3,14.25,Tarjeta,0
195,45,Femenino,9,11.0,1,3,25.19,Transferencia,0
196,42,Femenino,58,14.8,5,2,28.05,PayPal,0
197,56,Femenino,58,9.3,2,3,23.58,PayPal,0
198,50,Masculino,44,23.3,5,1,13.91,Tarjeta,0
199,18,Femenino,48,28.2,2,5,25.77,Transferencia,0
200,44,Femenino,4,27.3,2,4,36.18,Transferencia,0
201,69,Femenino,37,10.9,4,5,48.42,PayPal,0
202,30,Masculino,8,31.4,5,2,40.53,Transferencia,0
203,58,Femenino,1,11.0,2,3,12.27,Tarjeta,0
204,20,Femenino,28,6.9,4,3,17.27,Transferencia,0
205,56,Masculino,6,14.6,3,1,8.55,Tarjeta,1
206,23,Femenino,47,24.3,5,3,11.1,PayPal,0
207,25,Femenino,36,6.5,2,2,16.28,Tarjeta,1
208,44,Masculino,53,26.3,3,2,13.98,Tarjeta,0
209,26,Femenino,11,34.7,4,4,14.61,Tarjeta,0
210,54,Femenino,5,12.4,2,5,15.38,Tarjeta,0
211,50,Femenino,50,18.6,4,5,18.53,PayPal,0
212,68,Femenino,24,9.9,4,5,10.65,Tarjeta,0
213,59,Femenino,47,15.1,4,4,17.5,PayPal,0
214,61,Masculino,18,1.9,5,4,35.98,Transferencia,0
215,41,Masculino,20,38.2,3,4,15.64,Transferencia,1
216,32,Masculino,28,17.2,3,1,12.73,Transferencia,0
217,49,Femenino,13,31.8,1,4,8.05,Transferencia,0
218,49,Femenino,5,6.6,2,3,27.5,PayPal,0
219,41,Femenino,30,32.7,4,1,42.89,PayPal,0
220,58,Masculino,1,34.5,2,3,7.66,Transferencia,1
221,69,Femenino,22,28.9,3,5,29.4,Tarjeta,0
222,66,Femenino,18,36.2,3,2,34.28,Transferencia,0
223,66,Femenino,46,7.5,4,5,31.66,Transferencia,0
224,69,Masculino,5,19.6,5,4,44.49,Transferencia,1
225,29,Masculino,31,25.2,4,2,43.99,PayPal,1
226,56,Femenino,6,24.3,4,5,7.58,Transferencia,0
227,19,Femenino,27,34.6,1,1,21.24,Transferencia,0
228,20,Femenino,56,9.4,5,4,35.19,Transferencia,0
229,66,Masculino,25,7.9,2,5,47.86,PayPal,0
230,54,Masculino,29,10.9,5,2,41.21,Transferencia,0
231,66,Masculino,28,35.8,4,3,12.95,Transferencia,0
232,34,Femenino,16,37.7,4,5,17.56,Tarjeta,0
233,66,Masculino,54,23.2,4,1,39.36,Transferencia,0
234,19,Femenino,53,20.6,4,2,26.22,PayPal,0
235,19,Femenino,12,24.6,4,5,29.63,Tarjeta,0
236,45,Masculino,20,25.0,5,3,32.4,Transferencia,0
237,40,Femenino,18,7.6,4,4,9.65,PayPal,0
238,54,Masculino,34,27.8,3,4,43.52,Tarjeta,0
239,49,Femenino,55,18.6,3,4,43.84,PayPal,0
240,50,Femenino,53,21.2,1,2,26.07,Tarjeta,0
241,18,Masculino,23,2.2,2,3,33.21,PayPal,1
242,36,Femenino,45,30.8,3,3,34.7,Tarjeta,0
243,19,Femenino,27,33.6,1,5,13.54,Transferencia,0
244,70,Femenino,49,25.2,5,4,10.07,Transferencia,0
245,61,Femenino,17,30.2,2,2,5.93,Transferencia,0
246,43,Femenino,48,21.4,4,4,46.08,Transferencia,0
247,49,Femenino,21,25.1,4,4,20.56,Tarjeta,0
248,23,Femenino,50,16.4,5,5,8.86,Tarjeta,0
249,49,Femenino,40,31.9,2,5,25.96,Tarjeta,0
250,21,Masculino,31,19.3,3,5,8.4,Tarjeta,0
251,28,Masculino,3,27.5,2,1,8.84,Tarjeta,1
252,34,Femenino,17,25.2,1,1,27.0,Tarjeta,0
253,55,Femenino,50,28.4,5,2,27.9,Transferencia,0
254,41,Masculino,58,31.6,3,2,31.11,Tarjeta,0
255,22,Femenino,26,21.0,2,5,34.53,PayPal,0
256,69,Masculino,23,32.7,2,3,35.07,PayPal,0
257,51,Masculino,6,20.4,3,2,24.48,PayPal,1
258,23,Masculino,28,38.3,1,1,33.96,Tarjeta,0
259,39,Femenino,8,30.4,1,1,18.71,Transferencia,1
260,28,Femenino,55,7.7,2,4,24.86,PayPal,0
261,65,Femenino,58,33.4,4,5,22.7,Tarjeta,0
262,33,Masculino,45,22.5,3,3,19.81,Tarjeta,0
263,50,Masculino,8,39.4,1,5,15.74,Transferencia,0
264,26,Masculino,19,29.0,1,1,8.53,Tarjeta,1
265,23,Femenino,38,4.3,1,3,27.77,Tarjeta,0
266,33,Masculino,29,16.4,5,2,29.18,PayPal,0
267,46,Masculino,23,21.2,4,4,20.13,PayPal,0
268,20,Femenino,47,33.7,1,1,48.91,PayPal,0
269,37,Masculino,32,29.4,4,4,30.06,PayPal,1
270,53,Masculino,10,15.4,2,5,45.01,PayPal,0
271,36,Femenino,27,26.5,2,3,30.65,Tarjeta,0
272,43,Femenino,49,23.5,5,5,13.55,Tarjeta,0
273,20,Masculino,1,5.9,4,4,48.86,Transferencia,0
274,36,Femenino,39,10.2,3,1,44.84,PayPal,0
275,37,Masculino,29,14.3,5,4,26.21,PayPal,0
276,49,Femenino,59,8.6,1,1,15.94,PayPal,0
277,24,Masculino,45,6.9,2,4,15.02,PayPal,0
278,69,Femenino,3,3.3,2,5,41.27,PayPal,1
279,58,Masculino,51,35.1,3,4,8.11,Tarjeta,0
280,50,Femenino,47,12.3,5,2,33.71,Tarjeta,0
281,57,Femenino,37,12.3,4,5,33.81,PayPal,0
282,56,Femenino,31,9.0,2,4,13.21,Tarjeta,0
283,35,Femenino,11,19.5,1,4,36.72,PayPal,0
284,57,Femenino,22,21.1,3,3,36.74,Transferencia,0
285,18,Femenino,18,9.1,3,5,20.75,PayPal,0
286,28,Femenino,35,24.7,3,3,26.75,Transferencia,0
287,45,Masculino,6,29.2,1,5,42.47,Transferencia,0
288,42,Masculino,3,15.6,3,1,28.54,PayPal,0
289,67,Femenino,5,23.8,4,5,32.82,PayPal,0
290,40,Femenino,9,20.6,4,5,23.57,PayPal,0
291,48,Masculino,28,8.6,5,4,11.73,PayPal,0
292,47,Masculino,19,29.5,5,2,49.91,Tarjeta,0
293,59,Femenino,28,32.3,4,5,28.92,Tarjeta,0
294,52,Masculino,27,26.3,1,3,20.14,Transferencia,0
295,24,Masculino,13,13.6,5,2,37.12,PayPal,1
296,33,Femenino,38,37.1,3,5,32.94,Tarjeta,0
297,43,Femenino,43,18.8,4,2,15.48,Tarjeta,0
298,65,Femenino,53,11.4,2,1,44.46,Tarjeta,0
299,69,Masculino,21,16.9,1,2,8.19,Transferencia,0
300,66,Femenino,27,28.0,1,1,32.26,Tarjeta,0
301,19,Femenino,46,34.0,4,2,26.5,PayPal,0
302,18,Masculino,6,14.9,2,2,19.32,Tarjeta,0
303,65,Femenino,38,10.1,1,3,42.19,PayPal,0
304,29,Masculino,49,25.4,5,3,34.53,Tarjeta,0
305,22,Masculino,11,36.9,2,4,39.18,PayPal,0
306,54,Masculino,47,8.1,3,2,23.66,Transferencia,0
307,49,Masculino,41,32.3,5,1,47.41,Tarjeta,0
308,26,Masculino,53,19.6,2,2,20.51,Tarjeta,0
309,58,Masculino,17,32.2,4,5,28.9,Transferencia,0
310,52,Femenino,56,20.7,1,1,47.01,Transferencia,0
311,36,Femenino,39,15.7,5,5,8.74,Transferencia,0
312,65,Femenino,7,28.2,4,4,9.9,PayPal,0
313,33,Masculino,30,36.1,2,5,49.74,PayPal,0
314,20,Femenino,21,13.5,3,4,48.71,Tarjeta,0
315,37,Masculino,1,19.0,1,4,39.73,PayPal,1
316,41,Femenino,25,9.9,1,4,26.79,Tarjeta,0
317,50,Masculino,32,8.2,5,5,27.77,Transferencia,0
318,41,Femenino,59,31.3,4,4,16.57,Tarjeta,0
319,69,Masculino,57,8.8,2,4,24.47,Transferencia,0
320,28,Femenino,8,31.9,2,3,24.41,Transferencia,1
321,66,Masculino,5,17.7,4,2,6.62,Tarjeta,1
322,25,Femenino,30,39.8,1,4,25.39,PayPal,0
323,53,Masculino,51,8.7,4,1,26.59,PayPal,0
324,55,Femenino,8,4.6,2,1,34.96,Tarjeta,1
325,57,Femenino,49,3.9,4,3,28.24,PayPal,0
326,37,Femenino,19,33.6,1,5,43.78,Transferencia,0
327,52,Masculino,44,18.1,5,5,21.54,Transferencia,0
328,65,Masculino,59,1.1,1,5,23.44,PayPal,0
329,42,Masculino,55,35.1,3,4,30.72,PayPal,0
330,52,Masculino,30,35.2,3,5,14.12,Transferencia,0
331,42,Masculino,15,32.5,4,5,22.71,Tarjeta,0
332,46,Femenino,36,10.7,1,2,35.88,PayPal,0
333,35,Masculino,55,15.5,1,4,23.53,PayPal,0
334,63,Femenino,44,30.1,2,4,45.8,Tarjeta,0
335,35,Femenino,27,20.1,5,1,32.69,Transferencia,0
336,19,Masculino,13,7.0,1,1,11.92,Tarjeta,1
337,52,Femenino,14,10.5,4,2,26.93,Tarjeta,0
338,33,Masculino,37,38.9,2,3,39.42,Tarjeta,0
339,58,Masculino,54,6.9,2,4,33.95,PayPal,0
340,53,Masculino,48,29.3,4,1,44.84,Transferencia,0
341,50,Femenino,30,19.6,4,5,38.75,Transferencia,0
342,21,Masculino,39,30.2,1,4,7.77,PayPal,1
343,50,Masculino,47,26.8,1,4,10.06,Tarjeta,0
344,31,Masculino,13,18.1,2,4,34.24,PayPal,0
345,38,Femenino,58,14.8,2,1,15.73,Tarjeta,0
346,65,Masculino,16,30.4,5,2,31.45,Tarjeta,0
347,37,Femenino,44,13.6,2,1,40.65,Tarjeta,0
348,25,Femenino,7,31.7,4,5,30.96,Tarjeta,0
349,24,Masculino,48,27.5,4,5,23.7,PayPal,0
350,20,Femenino,55,23.5,5,3,34.08,Tarjeta,0
351,34,Femenino,55,15.4,3,1,11.46,PayPal,0
352,50,Masculino,27,9.0,3,1,37.54,Tarjeta,0
353,65,Masculino,45,28.7,4,3,36.37,PayPal,0
354,29,Masculino,55,4.6,3,3,28.15,Transferencia,0
355,68,Femenino,35,38.9,3,4,17.55,PayPal,0
356,39,Masculino,15,39.2,5,4,40.89,Transferencia,1
357,39,Femenino,28,6.1,2,5,27.97,PayPal,0
358,63,Femenino,35,5.1,2,2,7.66,Transferencia,0
359,47,Femenino,7,17.1,3,5,46.34,PayPal,0
360,55,Femenino,50,38.6,1,1,39.55,Tarjeta,0
361,55,Femenino,46,16.6,5,2,31.32,Transferencia,0
362,62,Masculino,50,15.2,3,4,24.66,Tarjeta,0
363,68,Masculino,51,28.4,1,3,48.2,Transferencia,0
364,25,Femenino,46,8.0,1,3,39.88,Tarjeta,0
365,44,Femenino,20,15.2,5,5,29.07,Tarjeta,0
366,44,Masculino,32,12.4,2,1,34.39,PayPal,0
367,51,Masculino,38,24.5,4,1,17.63,Tarjeta,0
368,38,Femenino,40,7.3,1,3,13.81,Transferencia,0
369,47,Femenino,32,22.4,4,5,17.3,Transferencia,0
370,50,Masculino,26,34.4,4,5,18.19,Transferencia,0
371,45,Masculino,58,21.1,5,4,38.29,PayPal,0
372,64,Femenino,39,27.7,2,4,11.3,PayPal,0
373,50,Masculino,20,3.9,5,4,39.99,Transferencia,1
374,22,Masculino,18,18.5,1,2,28.55,Tarjeta,0
375,65,Femenino,50,4.7,2,5,22.31,PayPal,0
376,36,Femenino,15,24.4,3,5,18.52,Tarjeta,0
377,21,Femenino,52,12.0,2,4,28.09,PayPal,0
378,52,Masculino,22,12.2,5,3,19.29,PayPal,0
379,66,Femenino,51,4.0,5,4,24.33,PayPal,0
380,34,Masculino,22,13.1,4,2,38.26,PayPal,1
381,61,Femenino,53,20.8,3,3,33.17,Transferencia,0
382,45,Femenino,21,23.8,2,5,38.66,PayPal,0
383,47,Masculino,2,3.6,3,2,37.08,PayPal,1
384,46,Masculino,40,26.4,4,2,41.68,Transferencia,0
385,63,Femenino,53,20.1,3,3,14.08,Transferencia,0
386,70,Femenino,43,21.9,3,4,49.78,Transferencia,0
387,23,Masculino,18,33.5,2,4,26.41,Transferencia,0
388,52,Femenino,23,14.3,3,1,37.32,Tarjeta,0
389,58,Masculino,13,7.8,4,3,35.5,Transferencia,0
390,54,Masculino,41,22.5,1,4,30.48,Transferencia,0
391,41,Femenino,9,37.9,1,2,49.81,Transferencia,0
392,46,Masculino,49,21.2,5,4,14.78,Tarjeta,0
393,66,Masculino,7,33.4,1,4,23.98,Transferencia,1
394,63,Masculino,41,30.5,2,2,10.75,Tarjeta,0
395,70,Femenino,54,21.2,5,3,13.18,PayPal,0
396,48,Masculino,1,26.3,1,1,37.08,Tarjeta,0
397,52,Femenino,2,16.9,1,4,5.22,Transferencia,0
398,50,Femenino,4,21.7,5,4,45.04,Tarjeta,0
399,69,Femenino,14,20.8,2,4,33.49,Tarjeta,0
400,38,Masculino,32,28.7,5,3,24.84,Tarjeta,0
401,49,Masculino,36,17.0,2,2,19.91,Tarjeta,0
402,40,Femenino,2,4.9,2,2,10.68,Tarjeta,1
403,50,Femenino,40,31.8,4,2,46.47,Tarjeta,0
404,20,Masculino,50,27.7,1,2,37.05,Tarjeta,0
405,35,Femenino,51,38.1,1,2,20.14,Tarjeta,0
406,42,Femenino,14,17.7,3,2,8.19,PayPal,0
407,59,Masculino,20,4.1,5,4,19.66,PayPal,0
408,48,Femenino,25,5.7,4,4,13.31,Transferencia,0
409,20,Masculino,42,31.2,1,2,40.38,Transferencia,0
410,57,Masculino,49,3.6,3,2,37.38,Transferencia,0
411,63,Femenino,8,36.4,4,3,27.42,Transferencia,0
412,41,Masculino,28,12.0,2,3,44.86,Transferencia,0
413,67,Masculino,46,36.1,1,5,13.13,Transferencia,0
414,49,Masculino,21,31.2,5,4,25.34,PayPal,0
415,64,Femenino,23,35.0,4,2,36.98,PayPal,0
416,39,Femenino,32,9.3,3,4,8.05,PayPal,1
417,40,Femenino,8,24.2,5,5,21.77,Tarjeta,1
418,19,Masculino,31,4.6,2,3,30.72,Tarjeta,1
419,44,Masculino,37,8.9,5,5,21.51,Transferencia,0
420,59,Femenino,16,13.1,3,1,26.61,PayPal,1
421,19,Femenino,40,29.9,2,3,32.37,Transferencia,0
422,43,Masculino,42,2.0,3,4,21.58,PayPal,0
423,34,Femenino,27,36.2,1,3,9.77,PayPal,0
424,57,Femenino,40,3.8,3,5,11.28,Transferencia,0
425,50,Femenino,41,15.7,5,2,28.72,Transferencia,0
426,26,Femenino,18,4.2,1,5,12.86,Tarjeta,0
427,60,Femenino,35,31.0,1,5,45.04,PayPal,0
428,65,Masculino,49,6.5,4,2,42.54,Tarjeta,0
429,56,Femenino,52,35.5,5,4,20.71,Tarjeta,0
430,46,Femenino,15,21.7,5,4,42.39,Tarjeta,0
431,59,Masculino,53,38.0,2,3,28.99,Tarjeta,0
432,43,Masculino,27,12.3,3,5,12.16,PayPal,0
433,52,Masculino,17,18.7,3,3,32.64,PayPal,0
434,67,Masculino,40,28.1,5,2,35.58,Tarjeta,0
435,42,Femenino,2,33.4,3,1,8.78,PayPal,1
436,41,Femenino,49,17.4,5,4,19.15,Tarjeta,0
437,30,Femenino,50,35.8,1,2,5.24,Transferencia,0
438,24,Femenino,31,5.6,3,4,19.24,Tarjeta,0
439,53,Masculino,37,28.6,3,3,20.1,Transferencia,0
440,62,Masculino,41,14.6,5,1,33.36,Tarjeta,0
441,37,Femenino,41,5.0,5,5,13.96,Tarjeta,0
442,18,Femenino,34,16.1,2,4,6.35,PayPal,0
443,25,Femenino,34,35.3,3,5,19.2,Transferencia,0
444,63,Femenino,51,39.2,4,3,42.15,PayPal,0
445,33,Masculino,55,16.3,5,4,22.96,Tarjeta,0
446,31,Femenino,59,35.6,4,3,23.68,Transferencia,0
447,29,Masculino,3,20.9,1,5,26.11,Tarjeta,1
